,เงินทุนรวม,คนงานรวม,แรงม้า
921,8000000.0,20.0,588.0
922,1000000.0,7.0,60.0
923,2000000.0,3.0,155.0
924,7000000.0,7.0,148.0
926,21200000.0,27.0,120.5
927,10000000.0,14.0,198.0
928,30500000.0,10.0,131.0
929,2200000.0,5.0,505.0
930,6049647.0,7.0,111.36
931,9550000.0,7.0,69.0
932,2000000.0,9.0,98.5
934,13050000.0,10.0,147.0
936,6800000.0,10.0,134.0
937,4500000.0,10.0,122.0
938,22000000.0,6.0,144.0
939,12400000.0,21.0,73.0
940,20000000.0,20.0,230.0
941,3000000.0,7.0,400.0
942,8000000.0,10.0,305.0
944,5200000.0,4.0,101.0
945,19000000.0,20.0,295.0
946,3500000.0,5.0,147.0
947,4500000.0,4.0,106.0
948,200000.0,5.0,99.75
949,18280000.0,9.0,257.84
950,16000000.0,10.0,497.0
951,12500000.0,20.0,180.0
952,3300000.0,10.0,85.0
953,18500000.0,3.0,285.0
954,13500000.0,9.0,194.0
956,9500000.0,20.0,545.0
957,2500000.0,8.0,55.4
958,5200000.0,5.0,185.88
959,3730000.0,10.0,70.97
960,10000000.0,6.0,129.0
961,20500000.0,13.0,515.0
962,8300000.0,12.0,135.43
963,11300000.0,10.0,186.0
964,13000000.0,15.0,591.0
965,7500000.0,10.0,53.21
966,5000000.0,9.0,100.0
967,5200000.0,7.0,82.0
968,7000000.0,20.0,585.0
969,2500000.0,7.0,191.6
970,11400000.0,8.0,97.86
971,4020340.0,10.0,130.0
972,2800000.0,13.0,245.0
975,19000000.0,14.0,570.0
976,5000000.0,10.0,154.16
979,13000000.0,8.0,75.0
980,17000000.0,7.0,460.0
981,13000000.0,6.0,622.02
982,7000000.0,8.0,83.0
983,11000000.0,4.0,88.0
984,1650000.0,10.0,118.0
985,7000000.0,20.0,403.0
988,9500000.0,9.0,85.0
989,15000000.0,12.0,358.5
990,2000000.0,15.0,537.0
991,2800000.0,20.0,60.0
992,2450000.0,6.0,95.0
993,1050000.0,7.0,125.0
994,10200000.0,15.0,98.0
995,5000000.0,7.0,86.4
996,13520000.0,9.0,124.0
997,3000000.0,13.0,79.0
998,18000000.0,10.0,297.0
999,4500000.0,7.0,92.0
1000,10500000.0,15.0,146.8
1001,13000000.0,6.0,208.0
1002,25800000.0,7.0,480.0
1003,5030000.0,7.0,50.0
1004,11600000.0,12.0,176.0
1005,8200000.0,10.0,382.0
1006,6000000.0,10.0,192.0
1007,20000000.0,15.0,219.0
1008,1050000.0,15.0,145.2
1009,12000000.0,6.0,126.0
1011,1700000.0,21.0,230.0
1012,1000000.0,14.0,168.81
1013,4000000.0,8.0,170.0
1014,21200000.0,20.0,168.0
1015,1850000.0,5.0,132.0
1016,2800000.0,8.0,240.0
1017,18450000.0,15.0,488.0
1018,3050000.0,9.0,135.0
1019,7475000.0,5.0,90.0
1020,2000000.0,10.0,90.0
1021,4109000.0,5.0,285.0
1022,200000.0,20.0,185.0
1023,3000000.0,10.0,120.0
1024,8700000.0,8.0,70.0
1025,15000000.0,12.0,130.5
1026,27000000.0,25.0,644.0
1027,20000000.0,10.0,121.0
1028,6000000.0,12.0,542.0
1029,23000000.0,18.0,391.74
1030,7000000.0,7.0,192.0
1031,10500000.0,12.0,61.0
1032,1600000.0,9.0,47.0
1034,2870000.0,4.0,95.0
1035,11500000.0,19.0,277.0
1036,2750000.0,8.0,186.0
1037,4400000.0,18.0,240.0
1038,4000000.0,7.0,442.26
1039,8000000.0,10.0,192.0
1040,20000000.0,12.0,278.0
1041,11300000.0,18.0,247.4
1042,9000000.0,25.0,87.0
1043,1000000.0,9.0,68.0
1044,11000000.0,15.0,411.0
1045,10000000.0,20.0,666.0
1046,15000000.0,10.0,186.0
1048,15000000.0,7.0,192.59
1049,7500000.0,20.0,194.0
1050,8000000.0,10.0,181.16
1051,11800000.0,10.0,274.5
1052,16250000.0,7.0,163.0
1054,17315892.0,9.0,333.09
1055,5000000.0,18.0,300.0
1058,4320000.0,17.0,275.0
1059,18450000.0,15.0,598.0
1060,6000000.0,16.0,312.0
1061,14500000.0,8.0,571.5
1062,1565000.0,10.0,56.5
1063,1150000.0,10.0,116.4
1064,7000000.0,6.0,214.6
1065,23000000.0,6.0,246.02
1066,3700000.0,25.0,93.0
1067,7500000.0,25.0,387.61
1068,8500000.0,10.0,365.0
1069,3700000.0,11.0,180.0
1070,5400000.0,7.0,110.0
1071,1840000.0,9.0,146.58
1072,10000000.0,15.0,50.0
1073,1150000.0,10.0,150.0
1074,3000000.0,4.0,120.0
1075,9000000.0,3.0,289.5
1076,4500000.0,17.0,75.0
1077,1650000.0,15.0,294.0
1078,300000.0,5.0,64.0
1079,11100000.0,12.0,410.0
1080,27000000.0,7.0,92.0
1081,5500000.0,10.0,168.0
1082,24524920.0,12.0,80.0
1084,8000000.0,15.0,195.0
1085,6100000.0,6.0,95.0
1086,27000000.0,10.0,50.0
1087,14500000.0,10.0,86.0
1088,14000000.0,12.0,80.0
1089,7850000.0,10.0,55.0
1090,3000000.0,4.0,295.0
1091,4600000.0,4.0,58.0
1093,5000000.0,20.0,463.0
1094,1300000.0,12.0,50.0
1095,3500000.0,4.0,155.0
1096,3000000.0,5.0,364.0
1097,2860000.0,9.0,153.94
1098,20000000.0,5.0,368.0
1099,12700000.0,4.0,518.0
1100,15000000.0,5.0,368.0
1101,12000000.0,1.0,450.0
1102,5500000.0,3.0,180.0
1103,9000000.0,10.0,257.48
1104,25200000.0,12.0,377.0
1105,12000000.0,4.0,450.0
1106,9000000.0,6.0,440.0
1107,10800000.0,13.0,468.0
1108,7700000.0,2.0,413.0
1109,12000000.0,3.0,379.0
1110,12000000.0,4.0,409.0
1111,3600000.0,3.0,343.0
1112,10000000.0,19.0,657.56
1113,23565000.0,6.0,665.0
1114,6000000.0,4.0,350.0
1115,3600000.0,3.0,345.0
1116,24000000.0,3.0,578.0
1117,20000000.0,3.0,518.0
1118,10891828.0,10.0,105.0
1119,5000000.0,20.0,253.0
1120,2850000.0,10.0,60.0
1121,3050000.0,10.0,85.0
1122,15760000.0,18.0,264.42
1123,4000000.0,10.0,165.0
1124,7000000.0,8.0,333.0
1125,7000000.0,7.0,333.0
1126,7000000.0,5.0,333.0
1127,7000000.0,6.0,333.0
1128,1800000.0,10.0,73.0
1129,13200000.0,25.0,82.4
1130,8000000.0,5.0,192.0
1131,10000000.0,4.0,189.0
1132,10000000.0,6.0,198.0
1133,10000000.0,4.0,192.0
1134,10000000.0,4.0,192.0
1135,4100000.0,6.0,189.0
1136,4100000.0,4.0,189.0
1137,8140000.0,19.0,292.5
1138,800000.0,4.0,99.6
1139,6300000.0,15.0,462.0
1140,2100000.0,3.0,275.0
1141,9000000.0,6.0,570.0
1142,1800000.0,3.0,390.0
1143,3000000.0,5.0,475.0
1144,1100000.0,3.0,275.0
1145,2200000.0,5.0,475.0
1146,2690000.0,5.0,492.0
1147,3110000.0,4.0,498.0
1148,4700000.0,7.0,475.0
1149,1280000.0,9.0,153.68
1150,4550000.0,7.0,65.0
1151,22000000.0,16.0,165.4
1152,300000.0,6.0,100.0
1153,150000.0,7.0,114.4
1154,13200000.0,7.0,198.0
1155,2510000.0,14.0,98.5
1156,1800000.0,5.0,198.0
1157,400000.0,5.0,86.5
1158,2120000.0,3.0,87.0
1159,2400000.0,7.0,85.0
1160,4000000.0,10.0,111.8
1161,3400000.0,5.0,135.0
1162,12900000.0,5.0,50.75
1163,12000000.0,8.0,442.5
1164,3000000.0,4.0,425.0
1165,12500000.0,10.0,530.0
1166,3464500.0,10.0,221.0
1167,18000000.0,2.0,180.0
1168,3000000.0,10.0,313.75
1169,4900000.0,3.0,385.0
1170,12600000.0,3.0,284.0
1171,7500000.0,14.0,372.2
1172,5700000.0,10.0,111.8
1173,4800000.0,3.0,155.0
1174,9000000.0,3.0,155.0
1175,10000000.0,3.0,150.0
1176,5000000.0,3.0,150.0
1177,15500000.0,4.0,655.0
1178,7500000.0,4.0,285.0
1179,2100000.0,10.0,69.0
1180,6000000.0,15.0,66.5
1181,9000000.0,10.0,257.48
1182,29000000.0,27.0,393.5
1183,9600000.0,2.0,155.0
1184,13520000.0,5.0,225.0
1185,4800000.0,20.0,172.0
1186,6700000.0,20.0,215.0
1187,13180000.0,28.0,615.85
1188,7500000.0,4.0,180.0
1189,2000000.0,4.0,115.0
1190,14900000.0,6.0,435.0
1191,10600000.0,6.0,265.0
1192,23100000.0,6.0,270.0
1193,8750000.0,1.0,280.0
1194,7500000.0,4.0,180.0
1195,4500000.0,4.0,180.0
1196,4600000.0,24.0,425.0
1197,4000000.0,5.0,180.0
1198,4000000.0,5.0,180.0
1199,4000000.0,5.0,180.0
1200,5500000.0,4.0,180.0
1201,7500000.0,5.0,360.0
1202,21400000.0,7.0,380.0
1203,13000000.0,3.0,292.0
1204,11000000.0,5.0,255.0
1205,8900000.0,2.0,172.0
1206,9600000.0,7.0,390.0
1207,2500000.0,3.0,151.0
1208,2800000.0,7.0,94.0
1209,4300000.0,7.0,372.0
1210,11000000.0,6.0,267.0
1211,2500000.0,5.0,179.0
1212,1250000.0,7.0,118.0
1213,4400000.0,6.0,145.0
1214,4500000.0,11.0,78.0
1215,870000.0,5.0,145.0
1216,13000000.0,20.0,497.0
1217,18150000.0,13.0,160.0
1218,1020000.0,5.0,59.44
1219,9700000.0,6.0,564.1
1220,8750000.0,20.0,50.0
1221,1450000.0,17.0,273.0
1222,1800000.0,10.0,191.0
1223,7000000.0,18.0,124.0
1224,24450000.0,19.0,126.96
1225,7100000.0,18.0,386.0
1226,5200000.0,6.0,112.5
1227,9500000.0,15.0,173.8
1228,7600000.0,20.0,502.77
1229,5500000.0,11.0,107.0
1230,3458121.0,2.0,82.0
1231,4500000.0,20.0,60.0
1232,18700000.0,10.0,220.21
1233,5500000.0,8.0,80.0
1234,3700000.0,10.0,160.21
1235,6500000.0,20.0,187.0
1236,5000000.0,8.0,182.0
1237,1200000.0,16.0,236.5
1238,4500000.0,10.0,182.0
1239,5300000.0,10.0,286.0
1240,13600000.0,7.0,424.0
1241,6500000.0,12.0,239.0
1242,4500000.0,20.0,58.0
1243,4500000.0,20.0,259.74
1244,7000000.0,10.0,454.0
1245,6000000.0,4.0,104.0
1246,14000000.0,15.0,175.0
1247,30500000.0,10.0,212.5
1248,12716000.0,7.0,197.0
1249,6000000.0,15.0,75.0
1250,8000000.0,10.0,105.0
1251,6000000.0,7.0,241.0
1252,5800000.0,6.0,119.0
1254,4900000.0,10.0,201.0
1255,4420000.0,11.0,316.0
1256,14800000.0,12.0,169.0
1257,3250000.0,4.0,152.0
1258,6000000.0,6.0,440.0
1259,18700000.0,13.0,380.0
1260,19300000.0,9.0,370.0
1261,1650000.0,5.0,455.0
1262,4500000.0,9.0,384.0
1263,17000000.0,10.0,395.0
1264,2800000.0,10.0,118.0
1265,1000000.0,10.0,90.0
1266,11500000.0,12.0,489.36
1267,15000000.0,5.0,56.0
1268,6500000.0,8.0,166.68
1269,8300000.0,10.0,105.0
1270,6200000.0,5.0,120.0
1271,4500000.0,15.0,341.36
1272,3500000.0,6.0,84.68
1273,8750000.0,4.0,244.0
1274,4000000.0,10.0,450.0
1275,4300000.0,13.0,138.0
1276,12000000.0,6.0,245.0
1278,12500000.0,8.0,185.0
1279,10000000.0,11.0,82.5
1280,10000000.0,10.0,91.0
1281,3100000.0,3.0,270.0
1282,1650000.0,4.0,73.0
1283,5250000.0,11.0,90.0
1284,12000000.0,11.0,496.0
1285,20000000.0,14.0,96.5
1286,18000000.0,14.0,100.0
1287,5100000.0,20.0,150.0
1288,7500000.0,2.0,450.0
1289,14634000.0,15.0,510.0
1290,2750000.0,12.0,62.91
1291,6500000.0,15.0,153.0
1292,10500000.0,15.0,405.0
1293,31200000.0,8.0,415.0
1294,9000000.0,12.0,79.0
1295,10000000.0,8.0,420.0
1296,1000000.0,4.0,90.0
1297,2800000.0,12.0,180.0
1298,6600000.0,9.0,373.0
1299,20500000.0,9.0,270.0
1300,21110000.0,6.0,352.5
1301,500000.0,2.0,211.5
1302,16050000.0,3.0,190.27
1303,5500000.0,21.0,72.0
1304,12000000.0,20.0,264.95
1305,4000000.0,5.0,95.0
1306,5000000.0,7.0,112.0
1307,28300000.0,24.0,121.0
1308,5300000.0,18.0,153.5
1309,7000000.0,14.0,355.0
1310,2200000.0,10.0,98.0
1311,6410000.0,7.0,97.0
1312,11000000.0,5.0,409.0
1315,25500000.0,10.0,314.36
1316,14000000.0,10.0,260.0
1317,10000000.0,14.0,438.5
1318,14200000.0,6.0,294.0
1319,6850000.0,6.0,147.0
1320,4000000.0,10.0,248.7
1321,3800000.0,6.0,130.0
1322,6500000.0,10.0,241.0
1323,6744000.0,2.0,204.94
1324,9500000.0,2.0,84.0
1325,30000000.0,6.0,120.08
1326,4650000.0,10.0,63.0
1327,2850000.0,3.0,54.0
1328,20000000.0,21.0,285.6
1330,10000000.0,14.0,141.0
1331,3409000.0,4.0,91.45
1332,27500000.0,3.0,512.11
1333,27000000.0,3.0,115.5
1334,5100000.0,4.0,366.0
1335,9100000.0,8.0,59.0
1336,5000000.0,4.0,108.0
1337,8000000.0,25.0,171.5
1338,11000000.0,6.0,60.0
1339,15800000.0,6.0,116.0
1340,11000000.0,8.0,196.0
1341,4000000.0,12.0,226.0
1342,12800000.0,9.0,205.0
1343,31000000.0,10.0,450.0
1344,8000000.0,11.0,316.6
1345,21000000.0,7.0,314.0
1346,1500000.0,10.0,190.72
1347,6000000.0,25.0,90.0
1348,6100000.0,10.0,230.0
1349,5000000.0,15.0,80.0
1350,3000000.0,20.0,630.0
1351,23000000.0,20.0,300.0
1352,15500000.0,7.0,80.0
1353,4800000.0,20.0,145.0
1354,16000000.0,8.0,482.34
1355,17600000.0,20.0,114.0
1356,4000000.0,10.0,217.0
1357,13000000.0,15.0,61.0
1358,6500000.0,7.0,80.0
1359,20000000.0,6.0,460.0
1360,27500000.0,20.0,330.0
1361,22000000.0,16.0,72.0
1362,2600000.0,6.0,67.5
1363,26000000.0,10.0,86.0
1364,30000000.0,15.0,210.0
1365,27100000.0,10.0,53.36
1366,1140000.0,13.0,80.5
1367,18000000.0,18.0,671.7
1368,5400000.0,7.0,90.0
1369,15200000.0,20.0,571.89
1370,10200000.0,9.0,164.0
1371,30500000.0,10.0,255.75
1372,13000000.0,15.0,175.0
1373,15850000.0,10.0,225.0
1374,31000000.0,10.0,450.0
1375,7000000.0,10.0,176.0
1376,4500000.0,15.0,97.5
1377,4900000.0,7.0,73.0
1378,6000000.0,7.0,160.0
1379,17600000.0,8.0,60.0
1380,9000000.0,25.0,340.0
1381,5200000.0,20.0,90.0
1382,1040000.0,18.0,180.0
1384,30000000.0,11.0,228.0
1385,14000000.0,20.0,190.0
1386,27400000.0,11.0,52.0
1387,11000000.0,29.0,77.5
1388,3500000.0,12.0,55.0
1391,25500000.0,25.0,292.0
1392,1600000.0,10.0,79.0
1393,21000000.0,7.0,429.0
1394,6000000.0,5.0,96.0
1395,21000000.0,7.0,429.0
1396,30000000.0,10.0,630.0
1397,1160000.0,7.0,255.0
1398,15020000.0,10.0,275.0
1399,15000000.0,10.0,211.5
1400,30000000.0,14.0,391.0
1401,12000000.0,8.0,199.0
1402,14300000.0,10.0,216.0
1403,8150000.0,25.0,90.0
1404,2500000.0,10.0,66.4
1405,1650000.0,3.0,92.0
1406,21000000.0,10.0,398.79
1407,7500000.0,8.0,70.0
1408,11000000.0,7.0,310.11
1409,29500000.0,13.0,127.5
1411,12000000.0,10.0,502.46
1412,5100000.0,10.0,178.4
1413,19987785.0,27.0,72.22
1414,9000000.0,15.0,306.28
1415,4550000.0,20.0,346.0
1416,26800000.0,20.0,561.98
1417,19500000.0,12.0,534.8
1418,7500000.0,8.0,70.0
1419,2800000.0,9.0,95.5
1420,7500000.0,27.0,53.0
1422,4800000.0,7.0,390.5
1423,8000000.0,5.0,89.4
1424,7000000.0,12.0,131.0
1426,9000000.0,7.0,315.0
1427,16000000.0,20.0,549.79
1428,15500000.0,20.0,205.0
1429,1350000.0,5.0,244.98
1430,4400000.0,10.0,83.0
1432,14000000.0,10.0,152.0
1433,6430000.0,4.0,60.0
1434,22500000.0,15.0,566.5
1435,30300000.0,8.0,143.5
1436,3500000.0,6.0,74.0
1437,16000000.0,20.0,150.0
1438,18000000.0,10.0,50.0
1439,22000000.0,15.0,663.65
1440,20000000.0,8.0,141.71
1441,9100000.0,10.0,176.8
1442,28000000.0,11.0,400.01
1443,30000000.0,13.0,125.5
1444,20000000.0,20.0,220.0
1445,12400000.0,10.0,360.88
1446,7000000.0,10.0,196.0
1447,3000000.0,14.0,284.68
1451,12000000.0,15.0,663.65
1452,7700000.0,6.0,80.0
1453,12500000.0,11.0,153.6
1454,7780000.0,3.0,61.5
1455,19580000.0,5.0,148.0
1456,1250000.0,2.0,60.0
1457,4000000.0,15.0,240.0
1458,4000000.0,15.0,260.0
1459,2270000.0,14.0,53.0
1460,28800000.0,25.0,488.24
1461,10500000.0,10.0,60.5
1463,9000000.0,10.0,190.0
1464,18000000.0,15.0,260.0
1465,9000000.0,12.0,221.08
1466,2500000.0,10.0,100.0
1467,700000.0,20.0,120.02
1468,9500000.0,20.0,489.99
1469,2800000.0,25.0,100.0
1470,15000000.0,10.0,589.0
1471,12870643.0,21.0,630.0
1472,1500000.0,2.0,134.0
1473,21000000.0,12.0,255.0
1474,9500000.0,15.0,590.0
1475,6700000.0,12.0,195.0
1476,31300000.0,9.0,315.81
1477,9350000.0,12.0,479.45
1478,14200000.0,12.0,133.0
1479,18054000.0,4.0,339.5
1480,18200000.0,6.0,491.0
1481,3700000.0,15.0,388.5
1482,4300000.0,4.0,110.0
1483,15000000.0,10.0,534.0
1484,18200000.0,6.0,321.0
1485,10000000.0,22.0,661.5
1486,2800000.0,6.0,59.12
1487,12219075.0,5.0,122.0
1488,1500000.0,12.0,100.0
1489,1700000.0,15.0,100.0
1490,1285000.0,4.0,498.5
1491,11300000.0,6.0,80.0
1492,6000000.0,19.0,390.0
1493,1100000.0,5.0,68.0
1494,15566000.0,9.0,540.0
1495,10700000.0,7.0,323.0
1496,3000000.0,8.0,74.0
1497,1000000.0,3.0,84.0
1498,560000.0,10.0,210.0
1499,3500000.0,5.0,95.0
1500,2900000.0,14.0,129.0
1501,7020000.0,5.0,315.2
1502,4400000.0,10.0,216.0
1503,6800000.0,10.0,50.0
1504,5075000.0,15.0,515.25
1505,1800000.0,10.0,463.05
1506,1300000.0,2.0,127.5
1507,2600000.0,9.0,110.0
1508,3800000.0,3.0,70.0
1509,3600000.0,6.0,178.0
1510,8000000.0,18.0,83.0
1511,15700000.0,8.0,301.29
1513,3500000.0,22.0,115.5
